2.599999904632568359e+00	3.299999952316284180e+00	4.411310531608953790e-16	5.000000000000000000e-01	4.201189994812011719e+00	9.034901857376098633e-01	4.062863811850547791e-02	
3.000000000000000000e+00	3.500000000000000000e+00	4.408418443489672389e-16	-2.500000000000000000e+00	4.609772205352783203e+00	8.621700406074523926e-01	-1.217814758419990540e-01	
8.199999809265136719e+00	-8.100000381469726563e+00	4.447375606316265797e-16	-5.000000000000000000e-01	1.152605724334716797e+01	-7.792633175849914551e-01	1.051848754286766052e-03	
9.399999618530273438e+00	-8.100000381469726563e+00	4.441933949025748951e-16	-2.500000000000000000e+00	1.240846443176269531e+01	-7.112486958503723145e-01	-2.017473056912422180e-02	
9.800000190734863281e+00	-8.100000381469726563e+00	4.440120239727440681e-16	-4.000000000000000000e+00	1.271416568756103516e+01	-6.907101273536682129e-01	-2.657106332480907440e-02	
1.160000038146972656e+01	7.500000000000000000e+00	4.347854264272009829e-16	5.000000000000000000e-01	1.381339931488037109e+01	5.739473104476928711e-01	-3.047095537185668945e-01	
1.200000000000000000e+01	-8.300000190734863281e+00	4.431221893918738238e-16	1.050000000000000000e+01	1.459075069427490234e+01	-6.051111817359924316e-01	-5.307704582810401917e-02	
1.319999980926513672e+01	-8.300000190734863281e+00	4.425779971930425376e-16	1.300000000000000000e+01	1.559262657165527344e+01	-5.613185763359069824e-01	-6.649976968765258789e-02	
1.419999980926513672e+01	-8.500000000000000000e+00	4.422323548110035796e-16	8.500000000000000000e+00	1.654962348937988281e+01	-5.393832325935363770e-01	-7.317635416984558105e-02	
1.480000019073486328e+01	-8.500000000000000000e+00	4.419602719464777374e-16	5.000000000000000000e+00	1.706722068786621094e+01	-5.213263630867004395e-01	-7.864607125520706177e-02	
1.560000038146972656e+01	-8.100000381469726563e+00	4.413818278528418553e-16	-3.500000000000000000e+00	1.757754325866699219e+01	-4.789136052131652832e-01	-9.138990193605422974e-02	
1.519999980926513672e+01	-9.699999809265136719e+00	4.424258224301123822e-16	1.300000000000000000e+01	1.803136253356933594e+01	-5.680052638053894043e-01	-6.445746123790740967e-02	
1.460000038146972656e+01	1.130000019073486328e+01	4.313763305727392377e-16	-3.500000000000000000e+00	1.846212387084960938e+01	6.586678624153137207e-01	-3.094079494476318359e-01	
1.639999961853027344e+01	-9.500000000000000000e+00	4.417738188189633845e-16	-3.000000000000000000e+00	1.895283508300781250e+01	-5.250360965728759766e-01	-7.752482593059539795e-02	
1.700000000000000000e+01	-8.500000000000000000e+00	4.409626259532897817e-16	-5.000000000000000000e-01	1.900657844543457031e+01	-4.636476039886474609e-01	-9.593845903873443604e-02	
1.920000076293945313e+01	-5.900000095367431641e+00	4.385632463115143658e-16	1.050000000000000000e+01	2.008606529235839844e+01	-2.981328964233398438e-01	2.172688484191894531e+00	
1.879999923706054688e+01	-8.100000381469726563e+00	4.399307015955176287e-16	5.000000000000000000e-01	2.047071075439453125e+01	-4.068161249160766602e-01	-1.126649305224418640e-01	
1.900000000000000000e+01	-9.300000190734863281e+00	4.404869640138472887e-16	-1.500000000000000000e+00	2.115395927429199219e+01	-4.551911652088165283e-01	2.146994113922119141e+00	
1.879999923706054688e+01	-9.699999809265136719e+00	4.407932987731777268e-16	0.000000000000000000e+00	2.115490341186523438e+01	-4.763319194316864014e-01	-9.216062724590301514e-02	
2.020000076293945313e+01	-7.099999904632568359e+00	4.387567139306231684e-16	8.500000000000000000e+00	2.141144561767578125e+01	-3.379972577095031738e-01	2.143224716186523438e+00	
2.039999961853027344e+01	7.300000190734863281e+00	4.309026538667668719e-16	-3.500000000000000000e+00	2.166679382324218750e+01	3.436448872089385986e-01	-4.565699398517608643e-02	
2.139999961853027344e+01	-5.900000095367431641e+00	4.375656003183264102e-16	1.000000000000000000e+00	2.219842338562011719e+01	-2.690177559852600098e-01	2.192028522491455078e+00	
2.200000000000000000e+01	6.099999904632568359e+00	4.308240386213498321e-16	0.000000000000000000e+00	2.283002471923828125e+01	2.704779207706451416e-01	-2.942132204771041870e-02	
2.260000038146972656e+01	-5.900000095367431641e+00	4.370214081194951240e-16	-2.000000000000000000e+00	2.335744094848632813e+01	-2.553625106811523438e-01	2.200459957122802734e+00	
2.160000038146972656e+01	8.899999618530273438e+00	4.294958644902754875e-16	1.000000000000000000e+00	2.336172103881835938e+01	3.908398449420928955e-01	-2.871525585651397705e-01	
2.000000000000000000e+01	1.250000000000000000e+01	4.282806104389819818e-16	-5.000000000000000000e+00	2.358495330810546875e+01	5.585992932319641113e-01	1.203764230012893677e-01	
1.960000038146972656e+01	1.410000038146972656e+01	4.275993841911527107e-16	-2.000000000000000000e+00	2.414477157592773438e+01	6.236197352409362793e-01	9.815286844968795776e-02	
2.120000076293945313e+01	1.130000019073486328e+01	4.283833661233957691e-16	-5.000000000000000000e+00	2.402353096008300781e+01	4.897124469280242920e-01	-7.725334167480468750e-02	
2.379999923706054688e+01	3.500000000000000000e+00	4.314094972065801638e-16	-4.500000000000000000e+00	2.405597496032714844e+01	1.460122615098953247e-01	-1.488547306507825851e-03	
2.100000000000000000e+01	1.230000019073486328e+01	4.279349415871634222e-16	-1.000000000000000000e+00	2.433700942993164063e+01	5.298490524291992188e-01	-8.567478507757186890e-02	
2.220000076293945313e+01	1.089999961853027344e+01	4.281455351536745226e-16	-1.500000000000000000e+00	2.473155975341796875e+01	4.564144313335418701e-01	-7.017186284065246582e-02	
2.300000000000000000e+01	1.110000038146972656e+01	4.276749289421359537e-16	3.000000000000000000e+00	2.553840255737304688e+01	4.496380388736724854e-01	-6.872047483921051025e-02	
2.539999961853027344e+01	3.700000047683715820e+00	4.305760961958207374e-16	-5.000000000000000000e-01	2.566807365417480469e+01	1.446518748998641968e-01	-2.485718131065368652e-01	
2.000000000000000000e+01	-1.750000000000000000e+01	4.444542810503292196e-16	-2.500000000000000000e+00	2.657536506652832031e+01	-7.188299894332885742e-01	-1.781184598803520203e-02	
2.560000038146972656e+01	-9.500000000000000000e+00	4.376018109768215316e-16	-3.500000000000000000e+00	2.730586051940917969e+01	-3.553416132926940918e-01	-1.275016665458679199e-01	
2.760000038146972656e+01	2.099999904632568359e+00	4.304410473802928799e-16	2.750000000000000000e+01	2.767977523803710938e+01	7.594063133001327515e-02	4.520273208618164063e+00	
2.839999961853027344e+01	5.699999809265136719e+00	4.281374089313368016e-16	1.250000000000000000e+01	2.896636009216308594e+01	1.980725973844528198e-01	-3.075065910816192627e-01	
2.900000000000000000e+01	1.700000047683715820e+00	4.300218190109612046e-16	-3.500000000000000000e+00	2.904978561401367188e+01	5.855368077754974365e-02	4.525096893310546875e+00	
2.720000076293945313e+01	-1.010000038146972656e+01	4.371997350246717559e-16	5.500000000000000000e+00	2.901465225219726563e+01	-3.555435836315155029e-01	-4.041955247521400452e-02	
2.600000000000000000e+01	1.489999961853027344e+01	4.242658330876742084e-16	-1.500000000000000000e+00	2.996681594848632813e+01	5.203878283500671387e-01	-8.370199799537658691e-02	
2.560000038146972656e+01	-1.789999961853027344e+01	4.421304461595370466e-16	4.500000000000000000e+00	3.123731803894042969e+01	-6.102014183998107910e-01	-2.563928365707397461e-01	
3.020000076293945313e+01	7.900000095367431641e+00	4.261350759835868390e-16	1.450000000000000000e+01	3.121618270874023438e+01	2.558562457561492920e-01	-3.312852978706359863e-01	
2.820000076293945313e+01	1.450000000000000000e+01	4.234838363889012773e-16	-5.000000000000000000e+00	3.170946311950683594e+01	4.749306142330169678e-01	-1.884388327598571777e-01	
2.700000000000000000e+01	1.670000076293945313e+01	4.228419177637805261e-16	-2.000000000000000000e+00	3.174728393554687500e+01	5.539249181747436523e-01	-6.474019885063171387e-01	
3.079999923706054688e+01	-8.899999618530273438e+00	4.349202634844920269e-16	5.000000000000000000e-01	3.206010055541992188e+01	-2.812987864017486572e-01	4.015063047409057617e-01	
2.679999923706054688e+01	1.829999923706054688e+01	4.220700325208154432e-16	-4.500000000000000000e+00	3.245196151733398438e+01	5.991132259368896484e-01	-3.439479693770408630e-02	
3.379999923706054688e+01	-7.300000190734863281e+00	4.326972255144231156e-16	2.050000000000000000e+01	3.457933044433593750e+01	-2.127091735601425171e-01	4.179071903228759766e+00	
3.120000076293945313e+01	-1.629999923706054688e+01	4.387283647966697510e-16	2.500000000000000000e+00	3.520127868652343750e+01	-4.814347624778747559e-01	3.782091617584228516e+00	
3.540000152587890625e+01	4.300000190734863281e+00	4.257178328477252910e-16	-1.000000000000000000e+00	3.566020584106445313e+01	1.208767443895339966e-01	4.997831821441650391e+00	
3.500000000000000000e+01	-6.900000095367431641e+00	4.319374104909564065e-16	1.250000000000000000e+01	3.567366027832031250e+01	-1.946468055248260498e-01	4.195192337036132813e+00	
3.679999923706054688e+01	6.300000190734863281e+00	4.240047087119034686e-16	1.400000000000000000e+01	3.733537292480468750e+01	1.695519983768463135e-01	-2.953865230083465576e-01	
3.679999923706054688e+01	-8.500000000000000000e+00	4.319837326052593761e-16	2.850000000000000000e+01	3.776890182495117188e+01	-2.269973009824752808e-01	4.165353775024414063e+00	
2.900000000000000000e+01	-2.610000038146972656e+01	4.450094052681360067e-16	9.000000000000000000e+00	3.901551055908203125e+01	-7.328150868415832520e-01	3.349956035614013672e+00	
3.279999923706054688e+01	-2.089999961853027344e+01	4.404827817886702206e-16	-3.500000000000000000e+00	3.889279937744140625e+01	-5.673208236694335938e-01	6.967677921056747437e-02	
3.859999847412109375e+01	-8.699999809265136719e+00	4.312752954239995606e-16	6.000000000000000000e+00	3.956829071044921875e+01	-2.216842919588088989e-01	4.170554637908935547e+00	
